JourMot,JourChiffre,Mois,Lien,Emotion,Date
Mercredi,29,Juin,https://www.rts.ch/info/monde/13209614-lotan-determinee-a-soutenir-lukraine-aussi-longtemps-quil-le-faudra.html,Good,29.06.2022
Mercredi,29,Juin,https://www.rts.ch/info/suisse/13209230-guy-parmelin-recommande-de-se-preparer-a-baisser-le-chauffage-lhiver-prochain.html,Bad,29.06.2022
Mercredi,29,Juin,https://www.rts.ch/info/suisse/13209806-un-nouveau-label-certifie-les-entreprises-respectueuses-de-la-communaute-lgbt.html,Good,29.06.2022
Mercredi,29,Juin,https://www.rts.ch/info/monde/13209141-lukraine-face-a-la-fatigue-mediatique-et-au-desinteret-des-opinions-publiques.html,Bad,29.06.2022
Mercredi,29,Juin,https://www.rts.ch/info/monde/13209661-salah-abdeslam-condamne-a-la-reclusion-criminelle-a-perpetuite-incompressible.html,Bad,29.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/culture/musiques/13201970-le-geant-du-piano-alfred-brendel-en-master-class-a-geneve.html,Neutral,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/culture/13209936-la-star-americaine-r-kelly-ecope-de-30-ans-de-prison-pour-crimes-sexuels.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13209166-vladimir-poutine-fustige-limperialisme-de-lotan-qui-sengage-a-soutenir-kiev.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/regions/fribourg/13209953-a-fribourg-le-numerique-a-lecole-rencontre-une-forte-resistance.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/suisse/13206289-lavortement-un-droit-fragile-en-suisse-egalement.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/culture/cinema/13210936-des-seances-de-cinema-en-plein-air-au-quartier-des-arts-a-lausanne.html,Good,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13210928-ludc-geneve-lance-deux-candidats-a-la-conquete-du-conseil-detat.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/regions/berne/13210967-huit-ans-de-reclusion-pour-le-principal-accuse-dans-le-proces-pour-rixe-entre-motards.html,Good,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/culture/livres/13203918-le-petit-frere-roman-graphique-et-autobiographique-de-jeanlouis-tripp.html,Neutral,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/culture/arts-visuels/13211407-un-portrait-de-francis-bacon-vendu-plus-de-cinquante-millions-de-francs.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/culture/musiques/13206110-a-geneve-le-transforme-festival-unit-le-hiphop-et-lapprentissage.html,Neutral,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/suisse/13211190-la-suisse-va-signer-laccord-sur-le-milliard-pour-la-cohesion.html,Good,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13211283-le-parlement-israelien-vote-sa-dissolution-elections-anticipees-dans-quatre-mois.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13211186-effort-massif-de-securite-pour-la-venue-du-president-xi-jinping-a-hong-kong.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/regions/geneve/13210878-mars-restera-inhabitable-et-la-terre-meme-degradee-sera-infiniment-plus-habitable.html,Good,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/regions/geneve/13211322-les-infractions-penales-a-geneve-pour-violences-domestiques-sont-en-baisse.html,Good,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/regions/vaud/13211285-yverdon-veut-mieux-lutter-contre-les-ilots-de-chaleur.html,Good,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13211317-la-russie-affirme-detenir-plus-de-6000-prisonniers-de-guerre-ukrainiens.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13211494-aucune-nouvelle-depuis-un-mois-des-resistants-de-lusine-azovstal-a-marioupol.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/culture/livres/13212124-londres-la-suite-des-inedits-de-celine-paraitra-en-octobre-en-france.html,Neutral,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/sport/tennis/13211484-wimbledon-golubic-chute-des-le-2e-tour.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/dossiers/2022/guerre-en-ukraine/13212236-des-artistes-lgbt-russes-et-ukrainiens-ont-trouve-refuge-a-paris.html,Good,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13211561-une-usine-barry-callebaut-en-belgique-arretee-en-raison-de-salmonelles.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/suisse/13211650-ludc-roger-koppel-doit-garder-son-immunite-plaide-une-commission-des-etats.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/suisse/13211963-le-conseil-federal-traverse-la-suisse-du-nord-au-sud-pour-sa-course-decole.html,Neutral,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/suisse/13211654-volodymyr-zelensky-ne-viendra-pas-a-lugano-pour-la-conference-sur-lukraine.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13212554-joe-biden-accueille-la-suisse-dans-lotan-en-parlant-de-la-suede.html,Neutral,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13212202-la-politique-proclimat-des-etatsunis-sabotee-par-la-cour-supreme.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/regions/valais/13210883-des-terrains-prives-transformes-en-decharges-agacent-le-valais.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/suisse/13212334-le-recrutement-dun-cadre-du-dfae-par-ignazio-cassis-fait-des-remous.html,Bad,30.06.2022
Jeudi,30,Juin,https://www.rts.ch/info/monde/13212375-donald-trump-inculpe-lidee-refait-surface-apres-un-temoignage-accablant.html,Good,30.06.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13213258-le-president-tunisien-entend-elargir-ses-pouvoirs-avec-la-nouvelle-constitution.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/culture/cinema/13209471-avec-arthur-malediction-luc-besson-lance-un-sort-au-cinema.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13213504-pas-de-raison-de-changer-le-systeme-de-hong-kong-selon-xi-jinping.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/culture/cinema/13211436-pierreyves-walder-au-nifff-le-fantastique-est-inclusif-et-proteiforme.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/suisse/13213446-le-mariage-pour-toutes-et-tous-entre-en-vigueur.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13213699-la-republique-tcheque-prend-la-presidence-tournante-de-lue.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13213728-apres-20-ans-dexistence-quel-bilan-tirer-de-la-cour-penale-internationale.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13211317-des-frappes-russes-sur-un-quartier-residentiel-dodessa-font-18-morts.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/economie/13213505-stephane-garelli-beaucoup-dentreprises-pensent-a-revenir-en-suisse.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13211238-apres-la-perte-de-severodonetsk-vers-une-retraite-ukrainienne-de-la-ville-de-lyssytchansk.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/suisse/13213519-de-violents-orages-en-suisse-le-camping-des-eurockeennes-devaste-en-france-voisine.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/regions/geneve/13213801-un-depute-genevois-demissionne-des-verts-quil-juge-trop-radicaux.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/regions/geneve/13212746-geneve-mise-sur-le-charbon-pour-se-debarrasser-des-micropolluants.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13063022-des-vacances-a-letranger-pas-encore-totalement-sans-mesures-sanitaires.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13213767-de-la-piquette-a-la-place-du-bordeaux-un-reseau-de-contrefacon-demantele-en-france.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13213763-le-chef-supreme-des-talibans-assiste-a-une-assemblee-de-dignitaires-religieux-a-kaboul.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/culture/arts-visuels/13209100-le-festival-la-baignade-revele-les-coulisses-de-la-creation-artistique.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/culture/musiques/13213602-en-france-voisine-la-renaissance-rock-du-festival-musiques-en-stock.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/sciences-tech/environnement/13213690-deux-motions-pour-renforcer-la-protection-des-eaux-souterraines.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/suisse/13213846-une-large-alliance-de-gauche-en-campagne-contre-la-reforme-de-lavs.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/suisse/13214014-le-compagnie-swiss-laisse-entrevoir-une-sortie-de-crise-pour-2023.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/regions/valais/13212526-veritable-batterie-geante-la-centrale-de-nant-de-drance-entre-en-service.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/suisse/13213861-deuxieme-jour-de-la-course-decole-du-conseil-federal-au-tessin.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/economie/13214226-record-dinflation-en-europe-la-guerre-fait-flamber-les-prix.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/regions/fribourg/13212768-les-premiers-medecins-sortis-de-luniversite-de-fribourg-ont-recu-leur-diplome.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/suisse/13213887-les-nouveaux-trains-bombardier-des-cff-ne-tiendront-pas-leurs-promesses-en-termes-de-vitesse.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/suisse/13211171-face-a-la-penurie-qui-sannonce-voici-comment-economiser-lenergie-au-quotidien.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/suisse/13214385-virus-de-la-rage-detecte-sur-une-chauvesouris-dans-le-canton-de-berne.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/culture/musiques/13214032-la-pop-daha-ouvre-les-feux-du-montreux-jazz-on-ne-pensait-pas-faire-encore-des-concerts-40-ans-plus-tard.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13214439-barry-callebaut-assure-que-ses-chocolats-contamines-nont-pas-ete-commercialises.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/regions/neuchatel/13214584-credit-suisse-rouvre-sa-succursale-a-la-chauxdefonds.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/sport/cyclisme/13214336-tour-de-france-yves-lampaert-endosse-le-premier-maillot-jaune-a-copenhague.html,Neutral,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/regions/vaud/13214316-un-employe-sur-deux-de-la-police-de-lausanne-a-deja-vecu-du-harcelement-sexuel-au-travail.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13214417-quels-sont-ces-pays-qui-prennent-le-chemin-de-la-semaine-de-4-jours.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/regions/vaud/13214880-la-centriste-valerie-dittli-fait-son-entree-au-conseil-detat-vaudois.html,Bad,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13215501-les-etatsunis-determines-a-tenir-leurs-objectifs-climatiques-assure-john-kerry.html,Good,01.07.2022
Vendredi,1,Juillet,https://www.rts.ch/info/monde/13214837-flambee-des-cas-de-variole-du-singe-en-europe-loms-appelle-a-une-action-urgente.html,Bad,01.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/culture/musiques/13215703-retardee-par-un-violent-orage-la-32e-edition-des-eurockeennes-va-debuter.html,Good,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/culture/arts-visuels/13206782-face-aux-defis-climatiques-le-mudac-incite-le-public-a-ecouter-la-terre.html,Good,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/regions/neuchatel/13202722-valdetravers-ne-tente-de-seduire-de-potentiels-habitants-en-leur-offrant-des-sejours.html,Neutral,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/sciences-tech/technologies/13214313-pour-reproduire-les-conditions-lunaires-lesa-teste-son-materiel-sur-letna.html,Neutral,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/monde/13215363-ivg-aux-etatsunis-google-va-supprimer-les-donnees-sur-les-visites-aux-plannings-familiaux.html,Good,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/suisse/13215728-la-centrale-nucleaire-de-beznau-1-peut-redemarrer.html,Bad,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/culture/musiques/13210836-lelegance-pop-du-chanteur-belge-pierre-de-maere-au-montreux-jazz.html,Neutral,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/monde/13215849-pres-de-30-disparus-dans-un-naufrage-en-mer-de-chine-meridionale.html,Bad,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/regions/neuchatel/13215771-la-chauxdefonds-veut-se-doter-dune-usine-dincineration-geante.html,Good,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/monde/13215729-des-dizaines-de-vols-annules-a-laeroport-de-roissy-a-cause-de-greves.html,Good,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/suisse/13215906-les-pro-et-antidroit-a-lavortement-se-mobilisent-dans-les-villes-de-suisse.html,Bad,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/monde/13216005-foule-arcenciel-a-londres-pour-les-50-ans-de-la-marche-des-fiertes.html,Good,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/monde/13216099-des-milliers-de-religieux-jurent-fidelite-aux-talibans-en-afghanistan.html,Bad,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/suisse/13215913-un-bouchon-de-dix-kilometres-a-lentree-sud-du-tunnel-du-gothard.html,Bad,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/monde/13215910-le-president-bielorusse-alexandre-loukachenko-accuse-lukraine-de-tirer-des-missiles-sur-son-pays.html,Bad,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/monde/13206197-le-droit-a-lavortement-symbole-des-divergences-fondamentales-au-sein-de-la-cour-supreme-americaine.html,Bad,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/suisse/13216245-simonetta-sommaruga-pour-un-compromis-entre-protection-de-la-nature-et-energie.html,Good,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/monde/13215729-des-greves-perturbent-le-trafic-dans-le-ciel-europeen-la-suisse-assez-peu-affectee.html,Good,02.07.2022
Samedi,2,Juillet,https://www.rts.ch/info/regions/vaud/13215872-le-chantier-de-la-gare-de-lausanne-est-a-larret-faute-dautorisations.html,Bad,02.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/monde/13216973-manifestation-en-macedoine-du-nord-contre-un-accord-historique-avec-la-bulgarie.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/monde/13216989-une-universite-neerlandaise-recupere-de-largent-extorque-avec-interets.html,Good,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/culture/cinema/13209193-en-roue-libre-une-rejouissante-comedie-en-huisclos-avec-marina-fois.html,Neutral,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/monde/13217258-les-soudanais-manifestent-contre-le-pouvoir-militaire-pour-la-4e-journee-consecutive.html,Good,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/suisse/13209960-le-chat-ce-nouveau-chien.html,Neutral,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/regions/fribourg/13217177-un-projet-de-maison-des-ameriques-en-gestation-en-veveyse-fr.html,Neutral,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/culture/musiques/13213738-les-musiques-sacrees-ont-repris-leurs-quartiers-a-fribourg.html,Neutral,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/suisse/13217002-erich-fehr-les-propos-de-la-direction-du-ps-manquent-souvent-de-lien-avec-la-realite.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/culture/spectacles/13217099-le-metteur-en-scene-britannique-peter-brook-est-decede-a-lage-de-97-ans.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/culture/musiques/13215863-au-montreux-jazz-nick-cave-fidele-a-ses-preches-rocknroll.html,Neutral,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/monde/13208704-cinq-ans-apres-metoo-les-etatsunis-en-proie-a-un-profond-backlash.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/sciences-tech/13207147-des-reacteurs-nucleaires-sur-la-lune-dici-2030.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/regions/vaud/13217353-la-population-de-castors-de-la-grande-caricaie-vd-a-double-depuis-2008.html,Good,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/monde/13217283-des-habitants-de-sydney-appeles-a-evacuer-face-a-la-menace-dinondations.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/monde/13217100-la-balle-qui-a-tue-la-journaliste-shireen-abu-akleh-sera-analysee-mais-par-qui.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/monde/13217470-un-glacier-seffondre-dans-les-alpes-italiennes-et-fait-au-moins-six-morts.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/suisse/13217251-lugano-a-la-veille-dune-conference-historique-sur-la-reconstruction-de-lukraine.html,Neutral,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/suisse/13217251-lugano-a-la-veille-dune-conference-historique-sur-la-reconstruction-de-lukraine.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/sciences-tech/13217075-un-fossile-indique-comment-le-panda-est-passe-de-carnivore-a-herbivore.html,Neutral,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/suisse/13217437-les-arnaques-aux-colis-font-des-centaines-de-victimes-par-an-en-suisse-romande.html,Bad,03.07.2022
Dimanche,3,Juillet,https://www.rts.ch/info/monde/13217698-trois-morts-dans-une-fusillade-a-copenhague-sante-mentale-du-tireur-en-question.html,Bad,03.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/culture/series/13206067-des-gens-bien-ordinaires-une-miniserie-sur-le-porno-signee-ovidie.html,Neutral,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13218327-des-dizaines-de-milliers-de-proeuropeens-manifestent-a-tbilissi-en-georgie.html,Good,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13218530-la-repression-de-lopposition-en-ouzbekistan-fait-18-morts.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/suisse/13215718-leau-manque-de-plus-en-plus-dans-les-cabanes-de-montagne.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/suisse/13218577-damien-cottier-avec-lukraine-il-faudrait-une-sorte-de-plan-marshall.html,Neutral,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/suisse/13217420-selon-une-projection-les-verts-pourraient-devenir-la-deuxieme-force-politique-en-suisse-dici-2023.html,Good,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13214368-deux-jours-a-lugano-pour-lancer-la-reconstruction-de-lukraine.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13217283-a-sydney-32000-habitants-appeles-a-evacuer-suite-aux-fortes-inondations.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/suisse/13218831-une-alliance-de-femmes-des-partis-bourgeois-pour-le-oui-a-avs-21.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/sciences-tech/13219007-amazon-presente-une-fonctionnalite-dalexa-qui-pourrait-faire-revivre-la-voix-de-morts.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13219008-le-nouveau-gouvernement-francais-version-postlegislatives-devoile.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/culture/series/13208862-le-personnage-dirma-vep-de-retour-dans-une-serie-signee-olivier-assayas.html,Neutral,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/culture/musiques/13217274-a-montreux-bjork-en-son-royaume-de-pop-etheree-et-orchestree.html,Neutral,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/sciences-tech/technologies/13219022-le-lhc-du-cern-redemarre-avec-une-energie-record.html,Neutral,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/regions/vaud/13219226-le-proces-des-deux-genevois-du-braquage-de-chavornay-vd-a-debute.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13219168-les-recherches-se-poursuivent-apres-la-tragedie-au-glacier-de-la-marmolada.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/economie/13220004-le-nombre-de-pubs-en-angleterre-et-au-pays-de-galles-est-au-plus-bas.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/economie/13219930-la-compagnie-sas-annule-la-moitie-de-ses-vols-face-a-une-greve-des-pilotes.html,Good,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13195291-le-dilemme-des-journalistes-russes-face-a-la-guerre-en-ukraine.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/regions/13219242-le-dispositif-de-securite-sorganise-pour-accueillir-le-tour-de-france-en-suisse.html,Neutral,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/regions/vaud/13220466-lausanne-accueille-trois-buvettes-et-une-zone-de-baignade-supplementaires.html,Good,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/regions/13221155-le-leman-express-sera-perturbe-mercredi-par-la-greve-a-la-sncf.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13220846-dmytro-kuleba-la-guerre-russe-est-basee-sur-la-destruction-de-tout-ce-qui-se-trouve-sur-son-passage.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13221223-letat-durgence-decrete-face-a-la-secheresse-dans-le-nord-de-litalie.html,Bad,04.07.2022
Lundi,4,Juillet,https://www.rts.ch/info/monde/13221071-le-suspect-interpelle-apres-la-fusillade-lors-dun-defile-pres-de-chicago.html,Bad,04.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/culture/arts-visuels/13206310-the-quarry-un-jeu-video-et-film-interactif-des-plus-horrifiques.html,Good,04.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/regions/jura/13221201-le-canton-du-jura-lance-la-revision-de-sa-loi-sur-la-prostitution.html,Good,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/monde/13221752-double-geste-demmanuel-macron-au-jour-de-lanniversaire-de-lindependance-de-lalgerie.html,Good,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/monde/13221957-protestation-virulente-des-agriculteurs-neerlandais-face-a-leur-gouvernement.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/monde/13220808-aux-etatsunis-le-lourd-passe-de-la-mafia-refait-surface-avec-la-secheresse.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/economie/13221970-le-mexicain-femsa-veut-semparer-de-valora-pour-1-milliard-de-francs.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/regions/geneve/13221211-la-ville-de-geneve-souhaite-accueillir-la-cop31-en-2026.html,Good,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/regions/neuchatel/13222407-lancien-cadre-de-la-bcn-accuse-descroquerie-retirait-largent-en-cash.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/culture/spectacles/13211158-fabula-rasa-une-fable-apocalyptique-filmee-en-direct.html,Neutral,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/monde/13222590-larmee-ukrainienne-se-regroupe-pour-defendre-la-region-de-donetsk.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13222036-jeanpierre-danthine-le-franc-est-une-barriere-de-protection-contre-linflation.html,Neutral,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13222128-en-proie-au-rechauffement-climatique-de-nombreux-glaciers-suisses-sont-sous-surveillance.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13222197-des-violents-orages-ont-balaye-la-suisse-provoquant-glissements-de-terrain-et-crues.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/sciences-tech/13222105-maryna-viazovska-de-lepfl-et-hugo-duminilcopin-de-lunige-recoivent-la-medaille-fields.html,Good,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/monde/13214368-la-lutte-anticorruption-au-centre-de-la-declaration-de-lugano-sur-la-reconstruction-de-lukraine.html,Good,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13222701-la-poste-annonce-un-premier-partenariat-avec-lassureurmaladie-sympany.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/regions/vaud/13222604-le-campement-sauvage-dans-une-haute-ecole-lausannoise-a-ete-demonte-et-evacue.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13223050-les-couts-de-leau-dans-lagriculture-ont-plus-que-double-en-30-ans.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/culture/livres/13206767-du-mepris-au-succes-petite-histoire-du-livre-de-poche.html,Neutral,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13223151-le-nombre-de-nouveaux-cas-de-covid19-a-progresse-de-40-en-une-semaine-en-suisse.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13222597-engouement-inedit-pour-les-balises-connectees-a-accrocher-a-ses-cles-son-velo-ou-son-chat.html,Neutral,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13222798-pas-de-rappel-generalise-avant-lautomne-pour-le-vaccin-anticovid-dit-lofsp.html,Good,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/regions/autres-cantons/13223080-un-brumisateur-geant-installe-a-zurich-pour-rafraichir-les-passants.html,Good,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/monde/13223333-la-nupes-va-deposer-une-motion-de-defiance-contre-le-gouvernement-francais.html,Good,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/suisse/13223143-le-cassetete-du-demontage-de-lancienne-station-de-ski-de-super-saintbernard-vs.html,Neutral,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/monde/13223784-un-feu-violent-menace-une-grande-oliveraie-dans-le-centre-de-la-grece.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/monde/13223823-le-tireur-a-prepare-pendant-des-semaines-la-fusillade-pres-de-chicago.html,Bad,05.07.2022
Mardi,5,Juillet,https://www.rts.ch/info/regions/geneve/13223594-frederique-perler-refuse-de-parler-aux-elus-apres-le-degrappage-a-geneve.html,Bad,05.07.2022
