JourMot,JourChiffre,Mois,Titre,Lien,Emotion,Date,Type
Samedi,2,Juillet,IVG aux Etats-Unis: Google va supprimer les données sur les visites aux plannings familiaux,https://www.rts.ch/info/monde/13215363-ivg-aux-etatsunis-google-va-supprimer-les-donnees-sur-les-visites-aux-plannings-familiaux.html,Good,02.07.2022,International
Samedi,2,Juillet,La centrale nucléaire de Beznau 1 peut redémarrer,https://www.rts.ch/info/suisse/13215728-la-centrale-nucleaire-de-beznau-1-peut-redemarrer.html,Bad,02.07.2022,Sciences
Samedi,2,Juillet,Lʹélégance pop du chanteur belge Pierre de Maere au Montreux Jazz,https://www.rts.ch/info/culture/musiques/13210836-lelegance-pop-du-chanteur-belge-pierre-de-maere-au-montreux-jazz.html,Neutral,02.07.2022,Culture
Samedi,2,Juillet,Près de 30 disparus dans un naufrage en mer de Chine méridionale,https://www.rts.ch/info/monde/13215849-pres-de-30-disparus-dans-un-naufrage-en-mer-de-chine-meridionale.html,Bad,02.07.2022,International
Samedi,2,Juillet,La Chaux-de-Fonds veut se doter d'une usine d'incinération géante,https://www.rts.ch/info/regions/neuchatel/13215771-la-chauxdefonds-veut-se-doter-dune-usine-dincineration-geante.html,Good,02.07.2022,Faits divers
Samedi,2,Juillet,Des dizaines de vols annulés à l'aéroport de Roissy à cause de grèves,https://www.rts.ch/info/monde/13215729-des-dizaines-de-vols-annules-a-laeroport-de-roissy-a-cause-de-greves.html,Good,02.07.2022,International
Samedi,2,Juillet,Les pro et anti-droit à l'avortement se mobilisent dans les villes de Suisse,https://www.rts.ch/info/suisse/13215906-les-pro-et-antidroit-a-lavortement-se-mobilisent-dans-les-villes-de-suisse.html,Bad,02.07.2022,Politique Suisse
Samedi,2,Juillet,Foule arc-en-ciel à Londres pour les 50 ans de la Marche des fiertés,https://www.rts.ch/info/monde/13216005-foule-arcenciel-a-londres-pour-les-50-ans-de-la-marche-des-fiertes.html,Good,02.07.2022,International
Samedi,2,Juillet,Des milliers de religieux jurent fidélité aux talibans en Afghanistan,https://www.rts.ch/info/monde/13216099-des-milliers-de-religieux-jurent-fidelite-aux-talibans-en-afghanistan.html,Bad,02.07.2022,International
Samedi,2,Juillet,Un bouchon de dix kilomètres à l'entrée sud du tunnel du Gothard,https://www.rts.ch/info/suisse/13215913-un-bouchon-de-dix-kilometres-a-lentree-sud-du-tunnel-du-gothard.html,Bad,02.07.2022,Faits divers
Samedi,2,Juillet,Guerre en Ukraine,https://www.rts.ch/info/monde/13215910-le-president-bielorusse-alexandre-loukachenko-accuse-lukraine-de-tirer-des-missiles-sur-son-pays.html,Bad,02.07.2022,International
Samedi,2,Juillet,Le droit à l'avortement symbole des divergences fondamentales au sein de la Cour suprême américaine,https://www.rts.ch/info/monde/13206197-le-droit-a-lavortement-symbole-des-divergences-fondamentales-au-sein-de-la-cour-supreme-americaine.html,Bad,02.07.2022,International
Samedi,2,Juillet,Simonetta Sommaruga pour un compromis entre protection de la nature et énergie,https://www.rts.ch/info/suisse/13216245-simonetta-sommaruga-pour-un-compromis-entre-protection-de-la-nature-et-energie.html,Good,02.07.2022,Politique Suisse
Samedi,2,Juillet,Des grèves perturbent le trafic dans le ciel européen la Suisse assez peu affectée,https://www.rts.ch/info/monde/13215729-des-greves-perturbent-le-trafic-dans-le-ciel-europeen-la-suisse-assez-peu-affectee.html,Good,02.07.2022,International
Samedi,2,Juillet,Le chantier de la gare de Lausanne est à l’arrêt faute d’autorisations,https://www.rts.ch/info/regions/vaud/13215872-le-chantier-de-la-gare-de-lausanne-est-a-larret-faute-dautorisations.html,Bad,02.07.2022,Politique Suisse
Dimanche,3,Juillet,Manifestation en Macédoine du Nord contre un accord historique avec la Bulgarie,https://www.rts.ch/info/monde/13216973-manifestation-en-macedoine-du-nord-contre-un-accord-historique-avec-la-bulgarie.html,Bad,03.07.2022,International
Dimanche,3,Juillet,Une université néerlandaise récupère de l'argent extorqué avec intérêts,https://www.rts.ch/info/monde/13216989-une-universite-neerlandaise-recupere-de-largent-extorque-avec-interets.html,Good,03.07.2022,International
Dimanche,3,Juillet,"""En roue libre"" une réjouissante comédie en huis-clos avec Marina Foïs",https://www.rts.ch/info/culture/cinema/13209193-en-roue-libre-une-rejouissante-comedie-en-huisclos-avec-marina-fois.html,Neutral,03.07.2022,Culture
Dimanche,3,Juillet,Les Soudanais manifestent contre le pouvoir militaire pour la 4e journée consécutive,https://www.rts.ch/info/monde/13217258-les-soudanais-manifestent-contre-le-pouvoir-militaire-pour-la-4e-journee-consecutive.html,Good,03.07.2022,International
Dimanche,3,Juillet,Le chat ce nouveau chien,https://www.rts.ch/info/suisse/13209960-le-chat-ce-nouveau-chien.html,Neutral,03.07.2022,Sciences
Dimanche,3,Juillet,Un projet de Maison des Amériques en gestation en Veveyse (FR),https://www.rts.ch/info/regions/fribourg/13217177-un-projet-de-maison-des-ameriques-en-gestation-en-veveyse-fr.html,Neutral,03.07.2022,Culture
Dimanche,3,Juillet,Les musiques sacrées ont repris leurs quartiers à Fribourg,https://www.rts.ch/info/culture/musiques/13213738-les-musiques-sacrees-ont-repris-leurs-quartiers-a-fribourg.html,Neutral,03.07.2022,Culture
Dimanche,3,Juillet,"Erich Fehr: ""Les propos de la direction du PS manquent souvent de lien avec la réalité""",https://www.rts.ch/info/suisse/13217002-erich-fehr-les-propos-de-la-direction-du-ps-manquent-souvent-de-lien-avec-la-realite.html,Bad,03.07.2022,Politique Suisse
Dimanche,3,Juillet,Le metteur en scène britannique Peter Brook est décédé à l'âge de 97 ans,https://www.rts.ch/info/culture/spectacles/13217099-le-metteur-en-scene-britannique-peter-brook-est-decede-a-lage-de-97-ans.html,Bad,03.07.2022,Culture
Dimanche,3,Juillet,Au Montreux Jazz Nick Cave fidèle à ses prêches rock'n'roll,https://www.rts.ch/info/culture/musiques/13215863-au-montreux-jazz-nick-cave-fidele-a-ses-preches-rocknroll.html,Neutral,03.07.2022,Culture
Dimanche,3,Juillet,"Cinq ans après #MeToo les Etats-Unis en proie à ""un profond backlash""",https://www.rts.ch/info/monde/13208704-cinq-ans-apres-metoo-les-etatsunis-en-proie-a-un-profond-backlash.html,Bad,03.07.2022,International
Dimanche,3,Juillet,Des réacteurs nucléaires sur la Lune d'ici 2030,https://www.rts.ch/info/sciences-tech/13207147-des-reacteurs-nucleaires-sur-la-lune-dici-2030.html,Bad,03.07.2022,Sciences
Dimanche,3,Juillet,La population de castors de la Grande Cariçaie (VD) a doublé depuis 2008,https://www.rts.ch/info/regions/vaud/13217353-la-population-de-castors-de-la-grande-caricaie-vd-a-double-depuis-2008.html,Good,03.07.2022,Environnement
Dimanche,3,Juillet,Des habitants de Sydney appelés à évacuer face à la menace d'inondations,https://www.rts.ch/info/monde/13217283-des-habitants-de-sydney-appeles-a-evacuer-face-a-la-menace-dinondations.html,Bad,03.07.2022,Environnement
Dimanche,3,Juillet,La balle qui a tué la journaliste Shireen Abu Akleh sera analysée mais par qui?,https://www.rts.ch/info/monde/13217100-la-balle-qui-a-tue-la-journaliste-shireen-abu-akleh-sera-analysee-mais-par-qui.html,Bad,03.07.2022,International
Dimanche,3,Juillet,Un glacier s'effondre dans les Alpes italiennes et fait au moins six morts,https://www.rts.ch/info/monde/13217470-un-glacier-seffondre-dans-les-alpes-italiennes-et-fait-au-moins-six-morts.html,Bad,03.07.2022,Environnement
Dimanche,3,Juillet,Lugano à la veille d'une conférence historique sur la reconstruction de l'Ukraine,https://www.rts.ch/info/suisse/13217251-lugano-a-la-veille-dune-conference-historique-sur-la-reconstruction-de-lukraine.html,Neutral,03.07.2022,Politique Suisse
Dimanche,3,Juillet,Guerre en Ukraine,https://www.rts.ch/info/suisse/13217251-lugano-a-la-veille-dune-conference-historique-sur-la-reconstruction-de-lukraine.html,Bad,03.07.2022,International
Dimanche,3,Juillet,Un fossile indique comment le panda est passé de carnivore à herbivore,https://www.rts.ch/info/sciences-tech/13217075-un-fossile-indique-comment-le-panda-est-passe-de-carnivore-a-herbivore.html,Neutral,03.07.2022,Sciences
Dimanche,3,Juillet,Les arnaques aux colis font des centaines de victimes par an en Suisse romande,https://www.rts.ch/info/suisse/13217437-les-arnaques-aux-colis-font-des-centaines-de-victimes-par-an-en-suisse-romande.html,Bad,03.07.2022,Faits divers
Dimanche,3,Juillet,Trois morts dans une fusillade à Copenhague santé mentale du tireur en question,https://www.rts.ch/info/monde/13217698-trois-morts-dans-une-fusillade-a-copenhague-sante-mentale-du-tireur-en-question.html,Bad,03.07.2022,International
Lundi,4,Juillet,"""Des gens bien ordinaires"" une mini-série sur le porno signée Ovidie",https://www.rts.ch/info/culture/series/13206067-des-gens-bien-ordinaires-une-miniserie-sur-le-porno-signee-ovidie.html,Neutral,04.07.2022,Culture
Lundi,4,Juillet,Des dizaines de milliers de pro-européens manifestent à Tbilissi en Géorgie,https://www.rts.ch/info/monde/13218327-des-dizaines-de-milliers-de-proeuropeens-manifestent-a-tbilissi-en-georgie.html,Good,04.07.2022,International
Lundi,4,Juillet,La répression de l'opposition en Ouzbékistan fait 18 morts,https://www.rts.ch/info/monde/13218530-la-repression-de-lopposition-en-ouzbekistan-fait-18-morts.html,Bad,04.07.2022,International
Lundi,4,Juillet,L'eau manque de plus en plus dans les cabanes de montagne,https://www.rts.ch/info/suisse/13215718-leau-manque-de-plus-en-plus-dans-les-cabanes-de-montagne.html,Bad,04.07.2022,Environnement
Lundi,4,Juillet,"Damien Cottier: ""Avec l'Ukraine il faudrait une sorte de plan Marshall""",https://www.rts.ch/info/suisse/13218577-damien-cottier-avec-lukraine-il-faudrait-une-sorte-de-plan-marshall.html,Neutral,04.07.2022,International
Lundi,4,Juillet,Selon une projection les Verts pourraient devenir la deuxième force politique en Suisse d'ici 2023,https://www.rts.ch/info/suisse/13217420-selon-une-projection-les-verts-pourraient-devenir-la-deuxieme-force-politique-en-suisse-dici-2023.html,Good,04.07.2022,Politique Suisse
Lundi,4,Juillet,Guerre en Ukraine,https://www.rts.ch/info/monde/13214368-deux-jours-a-lugano-pour-lancer-la-reconstruction-de-lukraine.html,Bad,04.07.2022,International
Lundi,4,Juillet,A Sydney 32'000 habitants appelés à évacuer suite aux fortes inondations,https://www.rts.ch/info/monde/13217283-a-sydney-32000-habitants-appeles-a-evacuer-suite-aux-fortes-inondations.html,Bad,04.07.2022,Environnement
Lundi,4,Juillet,Une alliance de femmes des partis bourgeois pour le oui à AVS 21,https://www.rts.ch/info/suisse/13218831-une-alliance-de-femmes-des-partis-bourgeois-pour-le-oui-a-avs-21.html,Bad,04.07.2022,Politique Suisse
Lundi,4,Juillet,Amazon présente une fonctionnalité d'Alexa qui pourrait faire revivre la voix de morts,https://www.rts.ch/info/sciences-tech/13219007-amazon-presente-une-fonctionnalite-dalexa-qui-pourrait-faire-revivre-la-voix-de-morts.html,Bad,04.07.2022,Economie
Lundi,4,Juillet,Le nouveau gouvernement français version post-législatives dévoilé,https://www.rts.ch/info/monde/13219008-le-nouveau-gouvernement-francais-version-postlegislatives-devoile.html,Bad,04.07.2022,International
Lundi,4,Juillet,Le personnage d'Irma Vep de retour dans une série signée Olivier Assayas,https://www.rts.ch/info/culture/series/13208862-le-personnage-dirma-vep-de-retour-dans-une-serie-signee-olivier-assayas.html,Neutral,04.07.2022,Culture
Lundi,4,Juillet,A Montreux Björk en son royaume de pop éthérée et orchestrée,https://www.rts.ch/info/culture/musiques/13217274-a-montreux-bjork-en-son-royaume-de-pop-etheree-et-orchestree.html,Neutral,04.07.2022,Culture
Lundi,4,Juillet,Le LHC du CERN redémarre avec une énergie record,https://www.rts.ch/info/sciences-tech/technologies/13219022-le-lhc-du-cern-redemarre-avec-une-energie-record.html,Neutral,04.07.2022,Sciences
Lundi,4,Juillet,Le procès des deux Genevois du braquage de Chavornay (VD) a débuté,https://www.rts.ch/info/regions/vaud/13219226-le-proces-des-deux-genevois-du-braquage-de-chavornay-vd-a-debute.html,Bad,04.07.2022,Faits divers
Lundi,4,Juillet,Les recherches se poursuivent après la tragédie au glacier de la Marmolada,https://www.rts.ch/info/monde/13219168-les-recherches-se-poursuivent-apres-la-tragedie-au-glacier-de-la-marmolada.html,Bad,04.07.2022,International
Lundi,4,Juillet,Le nombre de pubs en Angleterre et au Pays de Galles est au plus bas,https://www.rts.ch/info/economie/13220004-le-nombre-de-pubs-en-angleterre-et-au-pays-de-galles-est-au-plus-bas.html,Bad,04.07.2022,International
Lundi,4,Juillet,La compagnie SAS annule la moitié de ses vols face à une grève des pilotes,https://www.rts.ch/info/economie/13219930-la-compagnie-sas-annule-la-moitie-de-ses-vols-face-a-une-greve-des-pilotes.html,Good,04.07.2022,International
Lundi,4,Juillet,Le dilemme des journalistes russes face à la guerre en Ukraine,https://www.rts.ch/info/monde/13195291-le-dilemme-des-journalistes-russes-face-a-la-guerre-en-ukraine.html,Bad,04.07.2022,International
Lundi,4,Juillet,Le dispositif de sécurité s'organise pour accueillir le Tour de France en Suisse,https://www.rts.ch/info/regions/13219242-le-dispositif-de-securite-sorganise-pour-accueillir-le-tour-de-france-en-suisse.html,Neutral,04.07.2022,Sport
Lundi,4,Juillet,Lausanne accueille trois buvettes et une zone de baignade supplémentaires,https://www.rts.ch/info/regions/vaud/13220466-lausanne-accueille-trois-buvettes-et-une-zone-de-baignade-supplementaires.html,Good,04.07.2022,Faits divers
Lundi,4,Juillet,Le Léman Express sera perturbé mercredi par la grève à la SNCF,https://www.rts.ch/info/regions/13221155-le-leman-express-sera-perturbe-mercredi-par-la-greve-a-la-sncf.html,Bad,04.07.2022,International
Lundi,4,Juillet,"Dmytro Kuleba: la guerre russe ""est basée sur la destruction de tout ce qui se trouve sur son passage""",https://www.rts.ch/info/monde/13220846-dmytro-kuleba-la-guerre-russe-est-basee-sur-la-destruction-de-tout-ce-qui-se-trouve-sur-son-passage.html,Bad,04.07.2022,International
Lundi,4,Juillet,L'état d'urgence décrété face à la sécheresse dans le nord de l'Italie,https://www.rts.ch/info/monde/13221223-letat-durgence-decrete-face-a-la-secheresse-dans-le-nord-de-litalie.html,Bad,04.07.2022,Environnement
Lundi,4,Juillet,Le suspect interpellé après la fusillade lors d'un défilé près de Chicago,https://www.rts.ch/info/monde/13221071-le-suspect-interpelle-apres-la-fusillade-lors-dun-defile-pres-de-chicago.html,Bad,04.07.2022,International
Mardi,5,Juillet,"""The Quarry"" un jeu vidéo et film interactif des plus horrifiques",https://www.rts.ch/info/culture/arts-visuels/13206310-the-quarry-un-jeu-video-et-film-interactif-des-plus-horrifiques.html,Good,04.07.2022,Culture
Mardi,5,Juillet,Le canton du Jura lance la révision de sa loi sur la prostitution,https://www.rts.ch/info/regions/jura/13221201-le-canton-du-jura-lance-la-revision-de-sa-loi-sur-la-prostitution.html,Good,05.07.2022,Politique Suisse
Mardi,5,Juillet,Double geste d'Emmanuel Macron au jour de l'anniversaire de l'indépendance de l'Algérie,https://www.rts.ch/info/monde/13221752-double-geste-demmanuel-macron-au-jour-de-lanniversaire-de-lindependance-de-lalgerie.html,Good,05.07.2022,International
Mardi,5,Juillet,Protestation virulente des agriculteurs néerlandais face à leur gouvernement,https://www.rts.ch/info/monde/13221957-protestation-virulente-des-agriculteurs-neerlandais-face-a-leur-gouvernement.html,Bad,05.07.2022,International
Mardi,5,Juillet,Aux États-Unis le lourd passé de la mafia refait surface avec la sécheresse,https://www.rts.ch/info/monde/13220808-aux-etatsunis-le-lourd-passe-de-la-mafia-refait-surface-avec-la-secheresse.html,Bad,05.07.2022,International
Mardi,5,Juillet,Le mexicain Femsa veut s'emparer de Valora pour 1 milliard de francs,https://www.rts.ch/info/economie/13221970-le-mexicain-femsa-veut-semparer-de-valora-pour-1-milliard-de-francs.html,Bad,05.07.2022,Economie
Mardi,5,Juillet,La Ville de Genève souhaite accueillir la COP31 en 2026,https://www.rts.ch/info/regions/geneve/13221211-la-ville-de-geneve-souhaite-accueillir-la-cop31-en-2026.html,Good,05.07.2022,Politique Suisse
Mardi,5,Juillet,L'ancien cadre de la BCN accusé d'escroquerie retirait l'argent en cash,https://www.rts.ch/info/regions/neuchatel/13222407-lancien-cadre-de-la-bcn-accuse-descroquerie-retirait-largent-en-cash.html,Bad,05.07.2022,Economie
Mardi,5,Juillet,"""Fabula Rasa"" une fable apocalyptique filmée en direct",https://www.rts.ch/info/culture/spectacles/13211158-fabula-rasa-une-fable-apocalyptique-filmee-en-direct.html,Neutral,05.07.2022,Culture
Mardi,5,Juillet,Guerre en Ukraine,https://www.rts.ch/info/monde/13222590-larmee-ukrainienne-se-regroupe-pour-defendre-la-region-de-donetsk.html,Bad,05.07.2022,International
Mardi,5,Juillet,"Jean-Pierre Danthine: ""le franc est une barrière de protection contre l'inflation""",https://www.rts.ch/info/suisse/13222036-jeanpierre-danthine-le-franc-est-une-barriere-de-protection-contre-linflation.html,Neutral,05.07.2022,Economie
Mardi,5,Juillet,En proie au réchauffement climatique de nombreux glaciers suisses sont sous surveillance,https://www.rts.ch/info/suisse/13222128-en-proie-au-rechauffement-climatique-de-nombreux-glaciers-suisses-sont-sous-surveillance.html,Bad,05.07.2022,Environnement
Mardi,5,Juillet,Des violents orages ont balayé la Suisse provoquant glissements de terrain et crues,https://www.rts.ch/info/suisse/13222197-des-violents-orages-ont-balaye-la-suisse-provoquant-glissements-de-terrain-et-crues.html,Bad,05.07.2022,Environnement
Mardi,5,Juillet,Maryna Viazovska de l'EPFL et Hugo Duminil-Copin de l'UNIGE reçoivent la Médaille Fields,https://www.rts.ch/info/sciences-tech/13222105-maryna-viazovska-de-lepfl-et-hugo-duminilcopin-de-lunige-recoivent-la-medaille-fields.html,Good,05.07.2022,Sciences
Mardi,5,Juillet,Conférence de Lugano,https://www.rts.ch/info/monde/13214368-la-lutte-anticorruption-au-centre-de-la-declaration-de-lugano-sur-la-reconstruction-de-lukraine.html,Good,05.07.2022,International
Mardi,5,Juillet,La Poste annonce un premier partenariat avec l'assureur-maladie Sympany,https://www.rts.ch/info/suisse/13222701-la-poste-annonce-un-premier-partenariat-avec-lassureurmaladie-sympany.html,Bad,05.07.2022,Economie
Mardi,5,Juillet,Le campement sauvage dans une haute école lausannoise a été démonté et évacué,https://www.rts.ch/info/regions/vaud/13222604-le-campement-sauvage-dans-une-haute-ecole-lausannoise-a-ete-demonte-et-evacue.html,Bad,05.07.2022,Politique Suisse
Mardi,5,Juillet,Les coûts de l'eau dans l'agriculture ont plus que doublé en 30 ans,https://www.rts.ch/info/suisse/13223050-les-couts-de-leau-dans-lagriculture-ont-plus-que-double-en-30-ans.html,Bad,05.07.2022,Economie
Mardi,5,Juillet,Du mépris au succès petite histoire du livre de poche,https://www.rts.ch/info/culture/livres/13206767-du-mepris-au-succes-petite-histoire-du-livre-de-poche.html,Neutral,05.07.2022,Culture
Mardi,5,Juillet,Le nombre de nouveaux cas de Covid-19 a progressé de 40% en une semaine en Suisse,https://www.rts.ch/info/suisse/13223151-le-nombre-de-nouveaux-cas-de-covid19-a-progresse-de-40-en-une-semaine-en-suisse.html,Bad,05.07.2022,Covid
Mardi,5,Juillet,Engouement inédit pour les balises connectées à accrocher à ses clés son vélo ou son chat,https://www.rts.ch/info/suisse/13222597-engouement-inedit-pour-les-balises-connectees-a-accrocher-a-ses-cles-son-velo-ou-son-chat.html,Neutral,05.07.2022,Faits divers
Mardi,5,Juillet,Pas de rappel généralisé avant l'automne pour le vaccin anti-Covid dit l'OFSP,https://www.rts.ch/info/suisse/13222798-pas-de-rappel-generalise-avant-lautomne-pour-le-vaccin-anticovid-dit-lofsp.html,Good,05.07.2022,Covid
Mardi,5,Juillet,Un brumisateur géant installé à Zurich pour rafraîchir les passants,https://www.rts.ch/info/regions/autres-cantons/13223080-un-brumisateur-geant-installe-a-zurich-pour-rafraichir-les-passants.html,Good,05.07.2022,Sciences
Mardi,5,Juillet,La Nupes va déposer une motion de défiance contre le gouvernement français,https://www.rts.ch/info/monde/13223333-la-nupes-va-deposer-une-motion-de-defiance-contre-le-gouvernement-francais.html,Good,05.07.2022,International
Mardi,5,Juillet,Le casse-tête du démontage de l'ancienne station de ski de Super Saint-Bernard (VS),https://www.rts.ch/info/suisse/13223143-le-cassetete-du-demontage-de-lancienne-station-de-ski-de-super-saintbernard-vs.html,Neutral,05.07.2022,Faits divers
Mardi,5,Juillet,Un feu violent menace une grande oliveraie dans le centre de la Grèce,https://www.rts.ch/info/monde/13223784-un-feu-violent-menace-une-grande-oliveraie-dans-le-centre-de-la-grece.html,Bad,05.07.2022,Environnement
Mardi,5,Juillet,"Le tireur a préparé ""pendant des semaines"" la fusillade près de Chicago",https://www.rts.ch/info/monde/13223823-le-tireur-a-prepare-pendant-des-semaines-la-fusillade-pres-de-chicago.html,Bad,05.07.2022,International
Mardi,5,Juillet,Frédérique Perler refuse de parler aux élus après le dégrappage à Genève,https://www.rts.ch/info/regions/geneve/13223594-frederique-perler-refuse-de-parler-aux-elus-apres-le-degrappage-a-geneve.html,Bad,05.07.2022,Politique Suisse
Mercredi,6,Juillet,Achille Laugé illumine la Fondation de l'Hermitage avec sa lumière du Sud,https://www.rts.ch/info/culture/arts-visuels/13207146-achille-lauge-illumine-la-fondation-de-lhermitage-avec-sa-lumiere-du-sud.html,Neutral,06.07.2022,Culture
Mercredi,6,Juillet,Des milliers de personnes rendent hommage aux victimes de la fusillade au Danemark,https://www.rts.ch/info/monde/13224312-des-milliers-de-personnes-rendent-hommage-aux-victimes-de-la-fusillade-au-danemark.html,Bad,06.07.2022,International
Mercredi,6,Juillet,Des sénateurs américains veulent une enquête sur TikTok et la sécurité des données,https://www.rts.ch/info/monde/13224585-des-senateurs-americains-veulent-une-enquete-sur-tiktok-et-la-securite-des-donnees.html,Good,06.07.2022,International
Mercredi,6,Juillet,Guerre en Ukraine,https://www.rts.ch/info/monde/13222590-les-civils-appeles-a-quitter-sloviansk-que-larmee-russe-cible.html,Bad,06.07.2022,International
Mercredi,6,Juillet,Zurich siffle la fin des appréciations et le retour des notes à l'école,https://www.rts.ch/info/regions/autres-cantons/13223253-zurich-siffle-la-fin-des-appreciations-et-le-retour-des-notes-a-lecole.html,Bad,06.07.2022,Politique Suisse
Mercredi,6,Juillet,"Barbara Hintermann: ""Lugano une conférence 'high level' mais sans la société civile""",https://www.rts.ch/info/monde/13224657-barbara-hintermann-lugano-une-conference-high-level-mais-sans-la-societe-civile.html,Bad,06.07.2022,International
Mercredi,6,Juillet,Trois ministres britanniques démissionnent expliquant ne plus avoir confiance en Boris Johnson,https://www.rts.ch/info/monde/13223644-trois-ministres-britanniques-demissionnent-expliquant-ne-plus-avoir-confiance-en-boris-johnson.html,Good,06.07.2022,International
Mercredi,6,Juillet,Faut-il recommencer à porter le masque dans les transports publics?,https://www.rts.ch/info/suisse/13224527-fautil-recommencer-a-porter-le-masque-dans-les-transports-publics.html,Bad,06.07.2022,Covid
Mercredi,6,Juillet,Le Festival de la Cité résonne à nouveau dans les rues de Lausanne,https://www.rts.ch/info/culture/spectacles/13223800-le-festival-de-la-cite-resonne-a-nouveau-dans-les-rues-de-lausanne.html,Good,06.07.2022,Culture
Mercredi,6,Juillet,L'éditeur du Scrabble supprime des mots dans le souci d'être plus inclusif,https://www.rts.ch/info/monde/13223830-lediteur-du-scrabble-supprime-des-mots-dans-le-souci-detre-plus-inclusif.html,Good,06.07.2022,Faits divers
Mercredi,6,Juillet,Les musulmans étrangers de retour à la Mecque après le Covid,https://www.rts.ch/info/monde/13224900-les-musulmans-etrangers-de-retour-a-la-mecque-apres-le-covid.html,Good,06.07.2022,Covid
Mercredi,6,Juillet,Le nombre d'interruptions de grossesse stable en Suisse l'an passé,https://www.rts.ch/info/suisse/13224944-le-nombre-dinterruptions-de-grossesse-stable-en-suisse-lan-passe.html,Good,06.07.2022,Sciences
Mercredi,6,Juillet,Nette augmentation du nombre de faillites en Suisse au premier semestre,https://www.rts.ch/info/economie/13224948-nette-augmentation-du-nombre-de-faillites-en-suisse-au-premier-semestre.html,Bad,06.07.2022,Economie
Mercredi,6,Juillet,Un documentaire romand veut rendre justice au reggaeton,https://www.rts.ch/info/culture/musiques/13208719-un-documentaire-romand-veut-rendre-justice-au-reggaeton.html,Neutral,06.07.2022,Culture
Mercredi,6,Juillet,Inquiétudes en Chine face à l'arrivée du sous-variant Omicron BA5,https://www.rts.ch/info/monde/13224659-inquietudes-en-chine-face-a-larrivee-du-sousvariant-omicron-ba5.html,Bad,06.07.2022,Covid
Mercredi,6,Juillet,Cure d'amaigrissement budgétaire pour Bienne 50 emplois à la trappe sur 4 ans,https://www.rts.ch/info/regions/berne/13224921-cure-damaigrissement-budgetaire-pour-bienne-50-emplois-a-la-trappe-sur-4-ans.html,Bad,06.07.2022,Economie
Mercredi,6,Juillet,Du livre jeunesse au polar scandinave seize suggestions pour un été littéraire,https://www.rts.ch/info/culture/livres/13222286-du-livre-jeunesse-au-polar-scandinave-seize-suggestions-pour-un-ete-litteraire.html,Neutral,06.07.2022,Culture
Mercredi,6,Juillet,Réguler les cryptomonnaies en Europe un défi aussi urgent que complexe,https://www.rts.ch/info/economie/13224822-reguler-les-cryptomonnaies-en-europe-un-defi-aussi-urgent-que-complexe.html,Bad,06.07.2022,Economie
Mercredi,6,Juillet,La restauration de l'abbaye d'Hauterive (FR) révèle quelques trésors,https://www.rts.ch/info/regions/fribourg/13224872-la-restauration-de-labbaye-dhauterive-fr-revele-quelques-tresors.html,Good,06.07.2022,Culture
Mercredi,6,Juillet,Wimbledon: Kyrgios pour la première fois en demies,https://www.rts.ch/sport/tennis/13224635-wimbledon-kyrgios-pour-la-premiere-fois-en-demies.html,Neutral,06.07.2022,Sport
Mercredi,6,Juillet,"Le Parlement européen valide le label ""vert"" pour le gaz et le nucléaire",https://www.rts.ch/info/monde/13224996-le-parlement-europeen-valide-le-label-vert-pour-le-gaz-et-le-nucleaire.html,Bad,06.07.2022,International
Mercredi,6,Juillet,"Retour de la ""fête des taureaux"" de la San Fermin après deux ans d'arrêt",https://www.rts.ch/info/monde/13225749-retour-de-la-fete-des-taureaux-de-la-san-fermin-apres-deux-ans-darret.html,Bad,06.07.2022,Culture
Mercredi,6,Juillet,"La variole du singe un ""hasard"" malchanceux qui ne doit pas stigmatiser la communauté gay",https://www.rts.ch/info/suisse/13224675-la-variole-du-singe-un-hasard-malchanceux-qui-ne-doit-pas-stigmatiser-la-communaute-gay.html,Bad,06.07.2022,Environnement
Mercredi,6,Juillet,Les défis pour l'avenir au coeur du 75e Festival du Film de Locarno,https://www.rts.ch/info/culture/cinema/13225345-les-defis-pour-lavenir-au-coeur-du-75e-festival-du-film-de-locarno.html,Good,06.07.2022,Culture
Mercredi,6,Juillet,Les évacuations se poursuivent face aux inondations majeures en Australie,https://www.rts.ch/info/monde/13225181-les-evacuations-se-poursuivent-face-aux-inondations-majeures-en-australie.html,Bad,06.07.2022,Environnement
Mercredi,6,Juillet,Le bilan monte à neuf morts après l'effondrement du glacier de la Marmolada,https://www.rts.ch/info/monde/13226063-le-bilan-monte-a-neuf-morts-apres-leffondrement-du-glacier-de-la-marmolada.html,Bad,06.07.2022,Environnement
Mercredi,6,Juillet,Wimbledon: Nadal dans la douleur en demi-finales,https://www.rts.ch/sport/tennis/13224634-wimbledon-nadal-dans-la-douleur-en-demifinales.html,Neutral,06.07.2022,Sport
Mercredi,6,Juillet,"UEFA Euro dames: les ""Lionnes"" entrent victorieusement dans l'arène devant plus de 68'000 spectateurs",https://www.rts.ch/sport/football/13224631-uefa-euro-dames-les-lionnes-entrent-victorieusement-dans-larene-devant-plus-de-68000-spectateurs.html,Good,06.07.2022,Sport
Mercredi,6,Juillet,"Malgré une vague de démissions Boris Johnson déterminé à ""continuer"" son mandat",https://www.rts.ch/info/monde/13225012-malgre-une-vague-de-demissions-boris-johnson-determine-a-continuer-son-mandat.html,Bad,06.07.2022,International
