JourMot,JourChiffre,Mois,Titre,Lien,Emotion,Date,Type
Samedi,18,Juin,État d'urgence en Équateur après des protestations contre l'inflation,https://www.rts.ch/info/monde/13182914-etat-durgence-en-equateur-apres-des-protestations-contre-linflation.html,Bad,18.06.2022,International
Samedi,18,Juin,Des dizaines de morts lors des pluies de mousson au Bangladesh,https://www.rts.ch/info/monde/13182877-des-dizaines-de-morts-lors-des-pluies-de-mousson-au-bangladesh.html,Bad,18.06.2022,Environnement
Samedi ,18,Juin,Des médias reconsidèrent leur manière d'illustrer le thème de la canicule,https://www.rts.ch/info/suisse/13180824-des-medias-reconsiderent-leur-maniere-dillustrer-le-theme-de-la-canicule.html,Bad,18.06.2022,Environnement
Samedi,18,Juin,"Le touriste post-Covid veut le contact pas l'exotisme à tout prix",https://www.rts.ch/info/monde/13175634-le-touriste-postcovid-veut-le-contact-pas-lexotisme-a-tout-prix.html,Good,18.06.2022,Covid
Samedi,18,Juin,Les autorités chinoises accusées d'utiliser les technologies anti-Covid pour étouffer des mouvements sociaux,https://www.rts.ch/info/monde/13180895-les-autorites-chinoises-accusees-dutiliser-les-technologies-anticovid-pour-etouffer-des-mouvements-sociaux.html,Bad,18.06.2022,Covid
Samedi,18,Juin,Les autoportraits déroutants de Karl Beaudelere à la Collection de l'Art Brut,https://www.rts.ch/info/culture/arts-visuels/13168742-les-autoportraits-deroutants-de-karl-beaudelere-a-la-collection-de-lart-brut.html,Neutral,18.06.2022,Culture
Samedi,18,Juin,La Suisse se remet à produire de l'éthanol grâce à une sucrerie bernoise,https://www.rts.ch/info/suisse/13183054-la-suisse-se-remet-a-produire-de-lethanol-grace-a-une-sucrerie-bernoise.html,Neutral,18.06.2022,Faits divers
Samedi ,18,Juin,Français d'outre-mer et de l'étranger aux urnes pour le second tour des législatives,https://www.rts.ch/info/monde/13183074-francais-doutremer-et-de-letranger-aux-urnes-pour-le-second-tour-des-legislatives.html,Bad,18.06.2022,International
Samedi,18,Juin,"Prévenir la violence dans le football amateur ""un travail permanent""",https://www.rts.ch/info/regions/geneve/13178286-prevenir-la-violence-dans-le-football-amateur-un-travail-permanent.html,Good,18.06.2022,Sport
Samedi,18,Juin,Des milliers de personnes à la Pride de Zurich pour la transidentité,https://www.rts.ch/info/regions/autres-cantons/13183212-des-milliers-de-personnes-a-la-pride-de-zurich-pour-la-transidentite.html,Good,18.06.2022,Politique Suisse
Samedi,18,Juin,La Suisse îlot de cherté pour les concerts aussi,https://www.rts.ch/info/culture/musiques/13181158-la-suisse-ilot-de-cherte-pour-les-concerts-aussi.html,Bad,18.06.2022,Economie
Samedi,18,Juin,Les incendies gagnent du terrain en Espagne,https://www.rts.ch/info/monde/13183127-les-incendies-gagnent-du-terrain-en-espagne.html,Bad,18.06.2022,Environnement
Samedi,18,Juin,Des scientifiques étudient le patrimoine génétique des lynx suisses,https://www.rts.ch/info/suisse/13181440-des-scientifiques-etudient-le-patrimoine-genetique-des-lynx-suisses.html,Neutral,18.06.2022,Sciences
Samedi,18,Juin,Les vaccins anti-Covid pour les tout petits désormais possibles aux Etats-Unis,https://www.rts.ch/info/monde/13183443-les-vaccins-anticovid-pour-les-tout-petits-desormais-possibles-aux-etatsunis.html,Neutral,18.06.2022,Covid
Dimanche,19,Juin,Victoire pour le premier syndicat dans un magasin américain Apple,https://www.rts.ch/info/monde/13183887-victoire-pour-le-premier-syndicat-dans-un-magasin-americain-apple.html ,Good,19.06.2022,International
Dimanche,19,Juin,"Le film d'animation ""Le Petit Nicolas"" récompensé au Festival d'Annecy",https://www.rts.ch/info/culture/cinema/13184236-le-film-danimation-le-petit-nicolas-recompense-au-festival-dannecy.html,Neutral,19.06.2022,Culture
Dimanche,19,Juin,Forte affluence au Caribana Festival après deux ans d'absence,https://www.rts.ch/info/culture/musiques/13184159-forte-affluence-au-caribana-festival-apres-deux-ans-dabsence.html,Neutral,19.06.2022,Culture
Dimanche,19,Juin,Un roman graphique lève le voile sur la fausse couche,https://www.rts.ch/info/culture/livres/13174457-un-roman-graphique-leve-le-voile-sur-la-fausse-couche.html,Good,19.06.2022,Culture
Dimanche,19,Juin,Un week-end étouffant dans toute la Suisse,https://www.rts.ch/info/suisse/13182928-un-weekend-etouffant-dans-toute-la-suisse.html,Bad,19.06.2022,Environnement
Dimanche,19,Juin,Le cours des cryptomonnaies en chute libre,https://www.rts.ch/info/economie/13183290-le-cours-des-cryptomonnaies-en-chute-libre.html,Bad,19.06.2022,Economie
Dimanche,19,Juin,L'espoir de ressusciter l'accord sur le nucléaire iranien s'amenuise,https://www.rts.ch/info/monde/13174489-lespoir-de-ressusciter-laccord-sur-le-nucleaire-iranien-samenuise.html,Bad,19.06.2022,International
Dimanche,19,Juin,Des ours polaires s'adaptant à la fonte des glaces découverts au Groenland,https://www.rts.ch/info/sciences-tech/environnement/13184314-des-ours-polaires-sadaptant-a-la-fonte-des-glaces-decouverts-au-groenland.html,Good,19.06.2022,Environnement
Dimanche,19,Juin,La guerre en Ukraine pourrait durer des années selon le secrétaire général de l'Otan,https://www.rts.ch/info/monde/13181278-la-guerre-en-ukraine-pourrait-durer-des-annees-selon-le-secretaire-general-de-lotan.html,Bad,19.06.2022,International
Dimanche,19,Juin,Deuxème tour des législatives françaises,https://www.rts.ch/info/monde/13180668-emmanuel-macron-perd-la-majorite-absolue-et-le-rn-de-marine-le-pen-realise-une-percee-historique.html,Bad,19.06.2022,International
Dimanche,19,Juin,Un jeu de société pour sensibiliser les jeunes aux jeux d'argent,https://www.rts.ch/info/regions/valais/13178909-un-jeu-de-societe-pour-sensibiliser-les-jeunes-aux-jeux-dargent.html,Good,19.06.2022,Faits divers
Dimanche,19,Juin,A Lausanne un musée retrace l'histoire et l'évolution de la machine à écrire,https://www.rts.ch/info/culture/13163190-a-lausanne-un-musee-retrace-lhistoire-et-levolution-de-la-machine-a-ecrire.html,Neutral,19.06.2022,Culture
Dimanche,19,Juin,Des milliers de réfugiés rohingya exigent leur retour en Birmanie,https://www.rts.ch/info/monde/13184580-des-milliers-de-refugies-rohingya-exigent-leur-retour-en-birmanie.html,Bad,19.06.2022,International
Dimanche,19,Juin,Les militants du Troisième Temple de Jérusalem gagnent du terrain,https://www.rts.ch/info/monde/13171793-les-militants-du-troisieme-temple-de-jerusalem-gagnent-du-terrain.html,Bad,19.06.2022,International
Dimanche,19,Juin,Les Jeunes socialistes veulent imposer les successions de plus de 50 millions,https://www.rts.ch/info/suisse/13184563-les-jeunes-socialistes-veulent-imposer-les-successions-de-plus-de-50-millions.html ,Good,19.06.2022,Politique Suisse
Dimanche,19,Juin,La Colombie vote pour un nouveau président de rupture,https://www.rts.ch/info/monde/13184789-la-colombie-vote-pour-un-nouveau-president-de-rupture.html,Bad,19.06.2022,International
Dimanche,19,Juin,Les portes ouvertes de Plateforme 10 ont attiré plus de 30'000 personnes,https://www.rts.ch/info/regions/vaud/13184632-les-portes-ouvertes-de-plateforme-10-ont-attire-plus-de-30000-personnes.html ,Neutral,19.06.2022,Culture
Dimanche,19,Juin,En Europe la canicule s'est déplacée plus à l'est,https://www.rts.ch/info/monde/13184808-en-europe-la-canicule-sest-deplacee-plus-a-lest.html ,Bad,19.06.2022,Environnement
Dimanche,19,Juin,Les pertes liées à la suppression de l'impôt anticipé pourraient avoir été sous-évaluées,https://www.rts.ch/info/suisse/13184777-les-pertes-liees-a-la-suppression-de-limpot-anticipe-pourraient-avoir-ete-sousevaluees.html,Bad,19.06.2022,Economie
Dimanche,19,Juin,Le mercure a égalé le record de 1947 les bains ont été pris d'assaut,https://www.rts.ch/info/suisse/13184465-le-mercure-a-egale-le-record-de-1947-les-bains-ont-ete-pris-dassaut.html ,Bad,19.06.2022,Environnement
Lundi,20,Juin,Madalitso Band des rues du Malawi au succès global,https://www.rts.ch/info/culture/musiques/13172058-madalitso-band-des-rues-du-malawi-au-succes-global.html,Neutral,20.06.2022,Culture
Lundi,20,Juin,Gustavo Petro élu premier président de gauche de l'histoire de la Colombie,https://www.rts.ch/info/monde/13185425-gustavo-petro-elu-premier-president-de-gauche-de-lhistoire-de-la-colombie.html,Good,20.06.2022,International
Lundi,20,Juin,"Cesla Amarelle: ""La liberté d'expression est menacée"" aussi en Suisse",https://www.rts.ch/info/suisse/13185065-cesla-amarelle-la-liberte-dexpression-est-menacee-aussi-en-suisse.html,Bad,20.06.2022,Politique Suisse
Lundi,20,Juin,Le prédicateur libyen accusé de discrimination raciale en procès à Bienne,https://www.rts.ch/info/regions/berne/13186312-le-predicateur-libyen-accuse-de-discrimination-raciale-en-proces-a-bienne.html,Bad,20.06.2022,Faits divers
Lundi,20,Juin,Guerre en Ukraine,https://www.rts.ch/info/monde/13184583-josep-borrell-denonce-le-blocage-des-cereales-comme-un-crime-de-guerre.html,Bad,20.06.2022,International
Lundi,20,Juin,Le concert des Rolling Stones à Berne est définitivement annulé,https://www.rts.ch/info/culture/musiques/13171828-le-concert-des-rolling-stones-a-berne-est-definitivement-annule.html,Neutral,20.06.2022,Culture
Lundi,20,Juin,En Suisse plus d'un million de personnes pourraient être infectées par le Covid-19 durant l'été,https://www.rts.ch/info/suisse/13185841-en-suisse-plus-dun-million-de-personnes-pourraient-etre-infectees-par-le-covid19-durant-lete.html,Bad,20.06.2022,Covid
Lundi,20,Juin,Malgré une progression rapide le défi de l'électricité solaire reste colossal,https://www.rts.ch/info/suisse/13181403-malgre-une-progression-rapide-le-defi-de-lelectricite-solaire-reste-colossal.html,Bad,20.06.2022,Sciences
Lundi,20,Juin,"Yves Rossier: ""La Russie ne s'arrêtera pas avant d'obtenir ce qu'elle considère comme une victoire""",https://www.rts.ch/info/monde/13185753-yves-rossier-la-russie-ne-sarretera-pas-avant-dobtenir-ce-quelle-considere-comme-une-victoire.html,Bad,20.06.2022,International
Lundi,20,Juin,Des législatives françaises qui marquent la fin du régime présidentiel tout-puissant,https://www.rts.ch/info/monde/13185816-des-legislatives-francaises-qui-marquent-la-fin-du-regime-presidentiel-toutpuissant.html,Bad,20.06.2022,International
Lundi,20,Juin,Easyjet annonce une réduction de sa capacité de transport pour cet été,https://www.rts.ch/info/economie/13186521-easyjet-annonce-une-reduction-de-sa-capacite-de-transport-pour-cet-ete.html,Good,20.06.2022,Economie
Lundi,20,Juin,Un incendie a ravagé des centaines d'hectares au sud de Berlin,https://www.rts.ch/info/monde/13186563-un-incendie-a-ravage-des-centaines-dhectares-au-sud-de-berlin.html,Bad,20.06.2022,Environnement
Lundi,20,Juin,Eva Aeppli 50 ans de création entre abîme et hilarité exposés en France,https://www.rts.ch/info/culture/arts-visuels/13168938-eva-aeppli-50-ans-de-creation-entre-abime-et-hilarite-exposes-en-france.html,Neutral,20.06.2022,Culture
Lundi,20,Juin,Nouveau projet pour restituer les données de la plateforme mesvaccins.ch,https://www.rts.ch/info/suisse/13186684-nouveau-projet-pour-restituer-les-donnees-de-la-plateforme-mesvaccinsch.html,Neutral,20.06.2022,Covid
Lundi,20,Juin,Le Belgique renouvelle ses excuses pour l'assassinat de Patrice Lumumba,https://www.rts.ch/info/monde/13187059-le-belgique-renouvelle-ses-excuses-pour-lassassinat-de-patrice-lumumba.html,Bad,20.06.2022,International
Lundi,20,Juin,Le Jura ne s'oppose plus à un projet controversé de géothermie profonde,https://www.rts.ch/info/regions/jura/13186758-le-jura-ne-soppose-plus-a-un-projet-controverse-de-geothermie-profonde.html,Bad,20.06.2022,Environnement
Lundi,20,Juin,La Chaux-de-Fonds veut attirer un million de visiteurs si elle devient Capitale culturelle,https://www.rts.ch/info/regions/neuchatel/13186659-la-chauxdefonds-veut-attirer-un-million-de-visiteurs-si-elle-devient-capitale-culturelle.html,Neutral,20.06.2022,Culture
Lundi,20,Juin,La qualité retrouvée de l'eau de la rivière du Boiron après 18 ans d'efforts,https://www.rts.ch/info/regions/vaud/13187110-la-qualite-retrouvee-de-leau-de-la-riviere-du-boiron-apres-18-ans-defforts.html,Good,20.06.2022,Environnement
Lundi,20,Juin,La collection Hubert de Givenchy vendue plus de 114 millions d'euros aux enchères,https://www.rts.ch/info/culture/13187162-la-collection-hubert-de-givenchy-vendue-plus-de-114-millions-deuros-aux-encheres.html,Neutral,20.06.2022,Culture
Lundi,20,Juin,La Suisse pourrait manquer d'électricité cet hiver craint la patronne d'Alpiq,https://www.rts.ch/info/suisse/13185851-la-suisse-pourrait-manquer-delectricite-cet-hiver-craint-la-patronne-dalpiq.html,Bad,20.06.2022,Economie
Lundi,20,Juin,Swisstopo mesure une nouvelle fois notre pays au millimètre près,https://www.rts.ch/info/suisse/13117950-swisstopo-mesure-une-nouvelle-fois-notre-pays-au-millimetre-pres.html,Neutral,20.06.2022,Faits divers
Lundi,20,Juin,L'office médico-pédagogique de Genève est jugé défaillant,https://www.rts.ch/info/regions/geneve/13187186-loffice-medicopedagogique-de-geneve-est-juge-defaillant.html,Bad,20.06.2022,Politique Suisse
Lundi,20,Juin,Au moins sept personnes ont perdu la vie dans un accident de baignade depuis jeudi,https://www.rts.ch/info/suisse/13187133-au-moins-sept-personnes-ont-perdu-la-vie-dans-un-accident-de-baignade-depuis-jeudi.html ,Bad,20.06.2022,Faits divers
Lundi,20,Juin,Seule une petite moitié de la population suisse dort bien selon une étude,https://www.rts.ch/info/sciences-tech/13187713-seule-une-petite-moitie-de-la-population-suisse-dort-bien-selon-une-etude.html,Bad,20.06.2022,Sciences
Lundi,20,Juin,Appel à la prudence avec le retour de la cyanobactérie dans le lac de Neuchâtel,https://www.rts.ch/info/suisse/13187720-appel-a-la-prudence-avec-le-retour-de-la-cyanobacterie-dans-le-lac-de-neuchatel.html,Bad,20.06.2022,Environnement
Lundi,20,Juin,Exception prolongée pour les assurances sociales des frontaliers en télétravail,https://www.rts.ch/info/suisse/13187767-exception-prolongee-pour-les-assurances-sociales-des-frontaliers-en-teletravail.html ,Good,20.06.2022,Covid
Lundi,20,Juin,A Genève la flambée du crack inquiète et engendre des tensions,https://www.rts.ch/info/regions/geneve/13184558-a-geneve-la-flambee-du-crack-inquiete-et-engendre-des-tensions.html,Bad,20.06.2022,Politique Suisse
Lundi,20,Juin,L'émission TTC récolte 118'000 francs de dons grâce à sa célèbre fourmi,https://www.rts.ch/info/economie/13187016-lemission-ttc-recolte-118000-francs-de-dons-grace-a-sa-celebre-fourmi.html,Good,20.06.2022,Sciences
Lundi,20,Juin,"En France ""il faudra que la politique trouve une solution"" pour éviter une ingouvernabilité",https://www.rts.ch/info/monde/13187820-en-france-il-faudra-que-la-politique-trouve-une-solution-pour-eviter-une-ingouvernabilite.html,Good,20.06.2022,International
Lundi,20,Juin,"Simonetta Sommaruga: ""La Suisse a trop misé sur l'importation d'électricité""",https://www.rts.ch/info/suisse/13187401-simonetta-sommaruga-la-suisse-a-trop-mise-sur-limportation-delectricite.html,Bad,20.06.2022,Politique Suisse
Mardi,21,Juin,Guerre en Ukraine,https://www.rts.ch/info/monde/13186954-moscou-fait-etat-de-7-disparus-lors-de-tirs-sur-des-plateformes-de-forage-imputes-a-lukraine.html,Bad,21.06.2022,International
Mardi,21,Juin,Naftali Bennett annonce la dissolution du Parlement israélien et de nouvelles élections,https://www.rts.ch/info/monde/13188816-naftali-bennett-annonce-la-dissolution-du-parlement-israelien-et-de-nouvelles-elections.html,Bad,21.06.2022,International
Mardi,21,Juin,Le Royaume-Uni va connaître la plus grosse grève du rail depuis 30 ans,https://www.rts.ch/info/monde/13187919-le-royaumeuni-va-connaitre-la-plus-grosse-greve-du-rail-depuis-30-ans.html,Good,21.06.2022,International
Mardi,21,Juin,"""La Suisse change déjà plus vite que prévu"" alerte Martine Rebetez",https://www.rts.ch/info/sciences-tech/environnement/13188739-la-suisse-change-deja-plus-vite-que-prevu-alerte-martine-rebetez.html,Bad,21.06.2022,Environnement
Mardi,21,Juin,Des centaines de milliers d'enfants ukrainiens seraient amenés en Russie pour y être adoptés,https://www.rts.ch/info/monde/13188016-des-centaines-de-milliers-denfants-ukrainiens-seraient-amenes-en-russie-pour-y-etre-adoptes.html,Bad,21.06.2022,International
Mardi,21,Juin,"Mario refait du sport dans le jeu vidéo ""Battle League Football""",https://www.rts.ch/info/culture/arts-visuels/13169341-mario-refait-du-sport-dans-le-jeu-video-battle-league-football.html,Neutral,21.06.2022,Sport
Mardi,21,Juin,"""Le haut du panier"" le film de basket qui fait tomber les a priori",https://www.rts.ch/info/culture/cinema/13178042-le-haut-du-panier-le-film-de-basket-qui-fait-tomber-les-a-priori.html,Neutral,21.06.2022,Culture
Mardi,21,Juin,Des orages et des vents violents attendus mardi soir après les fortes chaleurs,https://www.rts.ch/info/suisse/13189556-des-orages-et-des-vents-violents-attendus-mardi-soir-apres-les-fortes-chaleurs.html,Good,21.06.2022,Environnement
Mardi,21,Juin,Fini de regarder une série en intégralité à sa sortie?,https://www.rts.ch/info/culture/series/13189214-fini-de-regarder-une-serie-en-integralite-a-sa-sortie.html,Neutral,21.06.2022,Culture
Mardi,21,Juin,Les dix livres écrits par des femmes que les hommes devraient lire,https://www.rts.ch/info/culture/livres/13186507-les-dix-livres-ecrits-par-des-femmes-que-les-hommes-devraient-lire.html,Good,21.06.2022,Culture
Mardi,21,Juin,Des protections périodiques gratuites dans les écoles genevoises,https://www.rts.ch/info/regions/geneve/13189271-des-protections-periodiques-gratuites-dans-les-ecoles-genevoises.html,Good,21.06.2022,Politique Suisse
Mardi,21,Juin,Net rebond des taux hypothécaires après le relèvement du taux directeur,https://www.rts.ch/info/economie/13189202-net-rebond-des-taux-hypothecaires-apres-le-relevement-du-taux-directeur.html,Bad,21.06.2022,Economie
Mardi,21,Juin,"Blatter et Platini accusés d'escroquerie: une ""absurdité"" selon leurs avocats",https://www.rts.ch/info/suisse/13189125-blatter-et-platini-accuses-descroquerie-une-absurdite-selon-leurs-avocats.html,Bad,21.06.2022,Politique Suisse
Mardi,21,Juin,"Philippe Leuba: ""J'ai fait des fautes il n'y a pas l'ombre d'un doute""",https://www.rts.ch/info/regions/vaud/13188883-philippe-leuba-jai-fait-des-fautes-il-ny-a-pas-lombre-dun-doute.html,Bad,21.06.2022,Politique Suisse
Mardi,21,Juin,"Nora Rupp: ""Ce que j'ai vécu au Mormont m'a reconnectée avec qui je suis""",https://www.rts.ch/info/culture/arts-visuels/13178094-nora-rupp-ce-que-jai-vecu-au-mormont-ma-reconnectee-avec-qui-je-suis.html,Neutral,21.06.2022,Politique Suisse
Mardi,21,Juin,Candidature des bisses valaisans à l'Unesco,https://www.rts.ch/info/regions/valais/13189156-candidature-des-bisses-valaisans-a-lunesco.html ,Good,21.06.2022,Culture
Mardi,21,Juin,Trois bébés lynx sont nés au zoo de Servion,https://www.rts.ch/info/regions/vaud/13189227-trois-bebes-lynx-sont-nes-au-zoo-de-servion.html ,Good,21.06.2022,Environnement
Mardi,21,Juin,Neuchâtel et Swiss Medical Network signent un accord,https://www.rts.ch/info/regions/neuchatel/13189674-neuchatel-et-swiss-medical-network-signent-un-accord.html,Neutral,21.06.2022,Politique Suisse
Mardi,21,Juin,Le système romand des arts de la scène est attractif mais devrait être repensé,https://www.rts.ch/info/culture/13189707-le-systeme-romand-des-arts-de-la-scene-est-attractif-mais-devrait-etre-repense.html ,Bad,21.06.2022,Culture
Mardi,21,Juin,Le Grand Conseil vaudois prend congé de quatre conseillers d'Etat,https://www.rts.ch/info/regions/vaud/13189726-le-grand-conseil-vaudois-prend-conge-de-quatre-conseillers-detat.html,Bad,21.06.2022,Politique Suisse
Mardi,21,Juin,La Première ministre française Elisabeth Borne remet sa démission Macron la refuse,https://www.rts.ch/info/monde/13189088-la-premiere-ministre-francaise-elisabeth-borne-remet-sa-demission-macron-la-refuse.html ,Bad,21.06.2022,International
Mardi,21,Juin,L'UEFA dément le nombre de faux billets utilisés en finale de la Ligue des champions,https://www.rts.ch/info/monde/13189654-luefa-dement-le-nombre-de-faux-billets-utilises-en-finale-de-la-ligue-des-champions.html,Bad,21.06.2022,Sport
Mardi,21,Juin,L'aéroport de Genève prévoit un été compliqué en raison du manque de personnel dans d'autres pays,https://www.rts.ch/info/economie/13189700-laeroport-de-geneve-prevoit-un-ete-complique-en-raison-du-manque-de-personnel-dans-dautres-pays.html,Bad,21.06.2022,Economie
Mardi,21,Juin,Un prédicateur libyen de Bienne condamné pour discrimination raciale,https://www.rts.ch/info/regions/berne/13190055-un-predicateur-libyen-de-bienne-condamne-pour-discrimination-raciale.html ,Bad,21.06.2022,Faits divers
Mercredi,22,Juin,Deux bâtiments industriels détruits par les flammes à Rebstein,https://www.rts.ch/info/suisse/13190917-deux-batiments-industriels-detruits-par-les-flammes-a-rebstein.html,Bad,22.06.2022,Faits divers
Mardi,21,Juin,Près de 25'000 nouveaux cas de Covid-19 en sept jours en Suisse,https://www.rts.ch/info/suisse/13189902-pres-de-25000-nouveaux-cas-de-covid19-en-sept-jours-en-suisse.html,Bad,21.06.2022,Covid
Mardi,21,Juin,L'exclusion d'Horizon Europe désavantage la recherche suisse selon une enquête,https://www.rts.ch/info/suisse/13190261-lexclusion-dhorizon-europe-desavantage-la-recherche-suisse-selon-une-enquete.html,Bad,21.06.2022,Sciences
Mardi,21,Juin,Luc Barthassat lance un nouveau parti et vise 2023,https://www.rts.ch/info/regions/13190041-luc-barthassat-lance-un-nouveau-parti-et-vise-2023.html,Bad,21.06.2022,Politique Suisse
Mercredi,22,Juin,Entre jazz et créolité l'écrivain Patrick Chamoiseau convie Baudelaire,https://www.rts.ch/info/culture/livres/13188779-entre-jazz-et-creolite-lecrivain-patrick-chamoiseau-convie-baudelaire.html,Neutral,22.06.2022,Culture
Mercredi ,22,Juin,"Les plantes ""un outil utile pour une nouvelle chimie durable""",https://www.rts.ch/info/sciences-tech/13190370-les-plantes-un-outil-utile-pour-une-nouvelle-chimie-durable.html,Good,22.06.2022,Sciences
Mercredi,22,Juin,"L'islam ne sera pas inscrit comme ""religion d'Etat"" dans la nouvelle Constitution tunisienne",https://www.rts.ch/info/monde/13191160-lislam-ne-sera-pas-inscrit-comme-religion-detat-dans-la-nouvelle-constitution-tunisienne.html,Bad,22.06.2022,International
Mardi,21,Juin,La tension monte autour de l'enclave russe de Kaliningrad,https://www.rts.ch/info/monde/13190365-la-tension-monte-autour-de-lenclave-russe-de-kaliningrad.html,Bad,21.06.2022,International
Mercredi,22,Juin,Un nouvel outil contre le commerce illégal de chiots sur internet,https://www.rts.ch/info/suisse/13189147-une-nouvelle-arme-contre-le-commerce-illegal-de-chiots-sur-internet.html,Good,22.06.2022,Faits divers
Mercredi,22,Juin,Proposition de loi visant à restreindre l'accès aux armes à feu aux Etats-Unis,https://www.rts.ch/info/monde/13190924-proposition-de-loi-visant-a-restreindre-lacces-aux-armes-a-feu-aux-etatsunis.html,Good,22.06.2022,International
Mercredi,22,Juin,Un puissant séisme fait au moins 255 morts en Afghanistan,https://www.rts.ch/info/monde/13191355-un-puissant-seisme-fait-au-moins-255-morts-en-afghanistan.html,Bad,22.06.2022,Environnement
Mercredi,22,Juin,Les données numériques des femmes armes de la justice américaine contre l'avortement?,https://www.rts.ch/info/sciences-tech/technologies/13190398-les-donnees-numeriques-des-femmes-armes-de-la-justice-americaine-contre-lavortement.html,Bad,22.06.2022,International
Mercredi,22,Juin,Les locations de vaisselle réutilisable explosent cet été,https://www.rts.ch/info/suisse/13191257-les-locations-de-vaisselle-reutilisable-explosent-cet-ete.html,Good,22.06.2022,Economie
Mercredi,22,Juin,Interdiction du burkini dans les piscines municipales confirmée en France,https://www.rts.ch/info/monde/13191134-interdiction-du-burkini-dans-les-piscines-municipales-confirmee-en-france.html,Bad,22.06.2022,International
Mercredi,22,Juin,"""Pour assurer la sécurité alimentaire on devra se diriger vers un régime à base de plantes""",https://www.rts.ch/info/economie/13191111-pour-assurer-la-securite-alimentaire-on-devra-se-diriger-vers-un-regime-a-base-de-plantes.html,Bad,22.06.2022,Sciences
Mercredi,22,Juin,Les Transports publics fribourgeois encore dans les chiffres rouges en 2021,https://www.rts.ch/info/regions/fribourg/13191816-les-transports-publics-fribourgeois-encore-dans-les-chiffres-rouges-en-2021.html,Bad,22.06.2022,Economie
Mercredi,22,Juin,Claro signe un texte baroque sur la mort les vanités et l'écriture,https://www.rts.ch/info/culture/livres/13189511-claro-signe-un-texte-baroque-sur-la-mort-les-vanites-et-lecriture.html,Neutral,22.06.2022,Culture
Mercredi,22,Juin,Les parlementaires fribourgeois découvrent l'Hôtel de Ville rénové,https://www.rts.ch/info/regions/fribourg/13191789-les-parlementaires-fribourgeois-decouvrent-lhotel-de-ville-renove.html,Good,22.06.2022,Politique Suisse
Mercredi,22,Juin,Appel de la presse romande à libérer le fondateur de WikiLeaks Julian Assange,https://www.rts.ch/info/suisse/13191831-appel-de-la-presse-romande-a-liberer-le-fondateur-de-wikileaks-julian-assange.html,Good,22.06.2022,Politique Suisse
Mercredi,22,Juin,De nombreux poissons morts observés sur les rives du Léman,https://www.rts.ch/info/suisse/13192310-de-nombreux-poissons-morts-observes-sur-les-rives-du-leman.html,Bad,22.06.2022,Environnement
Mercredi,22,Juin,Le mouvement citoyen Ag!ssons lancera cinq initiatives dans le canton de Vaud,https://www.rts.ch/info/regions/vaud/13191967-le-mouvement-citoyen-agssons-lancera-cinq-initiatives-dans-le-canton-de-vaud.html,Good,22.06.2022,Politique Suisse
Mercredi,22,Juin,Plus besoin d'autorisation pour prescrire du cannabis médical,https://www.rts.ch/info/suisse/13191854-plus-besoin-dautorisation-pour-prescrire-du-cannabis-medical.html,Good,22.06.2022,Faits divers
Mercredi,22,Juin,Les températures redescendent violents orages en Suisse alémanique,https://www.rts.ch/info/suisse/13191717-les-temperatures-redescendent-violents-orages-en-suisse-alemanique.html,Bad,22.06.2022,Environnement
Mercredi,22,Juin,Le lac des Brenets (NE) est à nouveau victime d'un assèchement rapide,https://www.rts.ch/info/regions/neuchatel/13192553-le-lac-des-brenets-ne-est-a-nouveau-victime-dun-assechement-rapide.html,Bad,22.06.2022,Environnement
Mercredi,22,Juin,Feu vert pour le projet Cargo et son transport souterrain de marchandises,https://www.rts.ch/info/suisse/13191772-feu-vert-pour-le-projet-cargo-et-son-transport-souterrain-de-marchandises.html,Good,22.06.2022,Economie
Mercredi,22,Juin,Hausse des déductions pour les primes d'assurance maladie dans l'impôt fédéral direct,https://www.rts.ch/info/suisse/13192421-hausse-des-deductions-pour-les-primes-dassurance-maladie-dans-limpot-federal-direct.html,Bad,22.06.2022,Economie
Mercredi,22,Juin,Joe Biden veut temporairement suspendre une taxe sur les prix de l'essence,https://www.rts.ch/info/monde/13193087-joe-biden-veut-temporairement-suspendre-une-taxe-sur-les-prix-de-lessence.html,Bad,22.06.2022,International
Mercredi,22,Juin,"L'UE a adopté une réforme du ""marché carbone"" le marché des émissions de CO2",https://www.rts.ch/info/monde/13193048-lue-a-adopte-une-reforme-du-marche-carbone-le-marche-des-emissions-de-co2.html,Good,22.06.2022,International
Mercredi,22,Juin,Les partis vaudois dévoilent pour la première fois leurs comptes de campagne,https://www.rts.ch/info/regions/vaud/13192795-les-partis-vaudois-devoilent-pour-la-premiere-fois-leurs-comptes-de-campagne.html,Good,22.06.2022,Politique Suisse
Mercredi,22,Juin,La Confédération doit rapidement améliorer sa gestion de crise indique un rapport,https://www.rts.ch/info/suisse/13192410-la-confederation-doit-rapidement-ameliorer-sa-gestion-de-crise-indique-un-rapport.html,Neutral,22.06.2022,Covid
Mercredi,22,Juin,Le commerce de détail suisse à la traîne en matière d'économie circulaire,https://www.rts.ch/info/economie/13191868-le-commerce-de-detail-suisse-a-la-traine-en-matiere-deconomie-circulaire.html,Bad,22.06.2022,Economie
